FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Amario,Cozier-Duberry,MID,ARS,4500000,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,-1,0,0,0,3,0,0,0,Chelsea,Newcastle,Brighton,Nottingham Forest FC,Wolverhampton,0,0,0,0,0
Tristan,Crama,DEF,BRE,4000000,0,0,0,0,0,0,2798,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3540,0,-1,0,0,0,15,0,0,0,Nottingham Forest FC,Liverpool,West Ham,Tottenham,Man City,0,0,0,0,0
Aaron,Cresswell,DEF,WHU,4700000,1,66,2.6,5.53191489361702E-07,1.40425531914894E-05,0,569535,3,27,0,0,0,0,0,14,865,-3,0,66,3,0.6,0,2.9,8,0,5,0,1,1.6,421607,0,-1,0,1,1985,212,0,0,390,Crystal Palace,Man City,Man Utd,Brentford F.C.,Leeds United F.C.,4.3,3.8,1.5,3,2.2
,Cucurella,DEF,CHE,4900000,0,65,2.7,5.51020408163265E-07,1.3265306122449E-05,0,2675609,4,20,0,0,0,0,0,13.3,3538,-1,0,65,1,0.3,0,1.3,1,0,6,0,2,5.4,2311728,0,-1,0,0,1669,12,0,0,363,Arsenal,Bournemouth,Nottingham Forest FC,Man City,Man Utd,0,0,0,0,0
Luke,Cundle,MID,WOL,4400000,0,0,0,0,0,0,50246,0,0,0,0,0,0,0,0,8,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,19628,0,-1,0,0,0,0,0,0,0,Brighton,Aston Villa,Man Utd,Everton,Arsenal,0,0,0,0,0
,Cunha,FWD,WOL,5300000,0,34,2.4,4.52830188679245E-07,6.41509433962264E-06,0,56488,1,10,0,0,0,2,0,6.4,419,-2,0,34,2,0.5,0,2.7,6,0,4,0,0,0.2,75367,0,-1,0,0,832,156,0,0,94,Brighton,Aston Villa,Man Utd,Everton,Arsenal,1.5,2.3,1.2,2.6,1.5
,D.D.Fofana,FWD,CHE,5000000,0,2,0.0625,1.25E-08,4E-07,0,16552,0,1,0,0,0,0,0,0.4,77,0,0,2,0,0,0,0,0,0,0,0,0,0.1,21035,0,-1,0,0,60,46,0,0,5,Arsenal,Bournemouth,Nottingham Forest FC,Man City,Man Utd,0,0,0,0,0
Michael,Dacosta Gonzalez,MID,BOU,4400000,0,0,0,0,0,0,561,0,0,0,0,0,0,0,0,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,697,0,-1,0,0,0,13,0,0,0,Leeds United F.C.,Chelsea,Crystal Palace,Man Utd,Everton,0,0,0,0,0
Patson,Daka,FWD,LEI,5600000,0,63,2.4,4.28571428571429E-07,1.125E-05,0,330005,2,23,0,0,0,4,0,11.2,230,-4,0,63,4,0.2,0,1.1,3,0,5,0,3,0.8,252062,0,-1,0,1,1070,108,0,0,209,Everton,Fulham,Liverpool,Newcastle,West Ham,2.3,2.2,2.2,1.6,2.2
,Dale Taylor,FWD,NFO,4500000,0,0,0,0,0,0,3508,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3777,0,-1,0,0,0,0,0,0,0,Brentford F.C.,Southampton,Chelsea,Arsenal,Crystal Palace,0,0,0,0,0
Stuart,Dallas,DEF,LEE,4900000,0,0,0,0,0,0,3148,0,0,0,0,0,0,0,0,9,-1,0,0,1,0,0,0,0,0,0,0,0,0,2353,0,-1,0,0,0,11,0,0,0,Bournemouth,Man City,Newcastle,West Ham,Tottenham,0,0,0,0,0
,Dalot,DEF,MUN,4700000,9,98,4.3,9.14893617021277E-07,2.08510638297872E-05,0,2471421,5,32,0,0,0,1,0,20.9,1007,2,0,98,-2,0.9,0,4.4,19,0,10,0,2,6.1,2626048,0,-1,0,5,1969,5816,0,0,475,Aston Villa,Brighton,West Ham,Wolverhampton,Bournemouth,10.2,4.1,6.4,10.2,6
Mikkel,Damsgaard,MID,BRE,5000000,1,26,0.787878787878788,1.57575757575758E-07,5.2E-06,0,25774,3,14,0,0,0,0,0,5.2,13,-5,0,26,5,0.2,0,1,0,0,1,0,0,0.1,25255,0,-1,0,0,772,9,0,0,115,Nottingham Forest FC,Liverpool,West Ham,Tottenham,Man City,0.5,0.4,0.4,0.4,0.4
,Danilo,MID,NFO,4500000,10,33,1,2.22222222222222E-07,7.33333333333333E-06,0,1524,1,13,0,0,0,2,0,7.3,66,0,0,33,0,1,0,4.4,5,0,0,0,1,0,3882,0,-1,0,0,724,265,0,0,122,Brentford F.C.,Southampton,Chelsea,Arsenal,Crystal Palace,0,0.5,0.5,0.5,0.5
Arnaut,Danjuma,MID,TOT,6100000,1,11,0.333333333333333,5.46448087431694E-08,1.80327868852459E-06,0,6077,0,3,0,0,0,1,0,1.8,73,-4,0,11,4,0.3,0,1.7,0,0,0,0,0,0,8377,0,-1,0,0,87,44,0,0,38,Liverpool,Crystal Palace,Aston Villa,Brentford F.C.,Leeds United F.C.,0.2,0.2,0.2,0.2,0.2
Karl,Darlow,GLK,NEW,3900000,0,0,0,0,0,0,192315,0,0,0,0,0,0,0,0,66,-1,0,0,1,0,0,0,0,0,0,0,0,0.7,21764,0,-1,0,0,0,0,0,0,0,Southampton,Arsenal,Leeds United F.C.,Brighton,Leicester,0,0,0,0,0
,Darwin,FWD,LIV,8600000,1,93,3.4,3.95348837209302E-07,1.08139534883721E-05,0,5351032,1,22,0,0,0,9,0,10.8,6166,-4,0,93,4,0.2,0,1.5,8,0,5,0,4,7.7,4096239,0,-1,0,1,1538,1055,0,1,297,Tottenham,Fulham,Brentford F.C.,Leicester,Aston Villa,7.7,3.9,3.2,3.9,3.5
Josh,Dasilva,MID,BRE,4100000,9,77,2.33333333333333,5.69105691056911E-07,1.8780487804878E-05,0,1791936,1,17,0,0,0,4,0,18.8,772,-4,0,77,4,0.6,0,2.3,3,0,5,0,2,3.4,1907595,0,-1,0,0,1319,1385,0,0,261,Nottingham Forest FC,Liverpool,West Ham,Tottenham,Man City,2.7,1.2,1.9,1.4,1.5
Ben,Davies,DEF,LIV,4000000,0,0,0,0,0,0,573,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Tottenham,Fulham,Brentford F.C.,Leicester,Aston Villa,0,0,0,0,0
Ben,Davies,DEF,TOT,4700000,0,90,3.3,7.02127659574468E-07,1.91489361702128E-05,0,374782,3,28,0,0,0,2,0,19.1,251,-3,0,90,3,0,0,0.2,3,0,8,0,3,1,370993,0,-1,0,1,1931,101,0,0,415,Liverpool,Crystal Palace,Aston Villa,Brentford F.C.,Leeds United F.C.,2.4,4.7,3.2,3.3,3.1
Tom,Davies,MID,EVE,4900000,0,19,0.575757575757576,1.17501546072975E-07,3.87755102040816E-06,0,6385,3,9,0,0,0,0,0,3.9,9,-1,0,19,1,0.1,0,0.5,0,0,1,0,0,0,4685,0,-1,0,0,524,1,0,0,55,Leicester,Brighton,Man City,Wolverhampton,Bournemouth,0.3,0.3,0.3,0.3,0.3
Keinan,Davis,FWD,AVL,5400000,0,0,0,0,0,0,14012,0,0,0,0,0,0,0,0,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,586,0,-1,0,0,0,0,0,0,0,Man Utd,Wolverhampton,Tottenham,Liverpool,Brighton,0,0,0,0,0
Craig,Dawson,DEF,WOL,4800000,-1,67,3,6.25E-07,1.39583333333333E-05,0,150417,4,28,0,0,0,1,0,14,1076,-2,0,67,2,0.8,0,3.7,6,0,6,0,1,0.9,199469,0,-1,0,1,1864,437,0,0,345,Brighton,Aston Villa,Man Utd,Everton,Arsenal,2.3,3.7,3.3,4.5,3
Kevin,De Bruyne,MID,MCI,12200000,0,178,6.1,5E-07,1.45901639344262E-05,0,6090069,1,21,0,0,0,7,0,14.6,4909,2,0,178,-2,0.7,0,8.2,25,0,10,0,18,28.6,6997552,0,-1,0,5,2255,15248,0,0,711,Fulham,West Ham,Leeds United F.C.,Everton,Chelsea,14,7.9,6.7,14,6.4
Bobby,De Cordova-Reid,MID,FUL,5400000,2,86,2.7,5E-07,1.59259259259259E-05,0,73787,8,38,0,0,0,4,0,15.9,36,-1,0,86,1,0.2,0,1.3,3,0,8,0,1,0.1,73146,0,-1,0,0,2415,18,0,0,279,Man City,Liverpool,Leicester,Southampton,Crystal Palace,3.2,2,2.2,1.9,1.4
,De Gea,GLK,MUN,5000000,6,132,4.1,8.2E-07,2.64E-05,0,1402219,0,39,0,83,0,0,0,26.4,1758,0,0,132,0,0.8,0,4,5,0,15,0,0,12.6,1826313,0,-1,0,1,2880,6522,0,0,609,Aston Villa,Brighton,West Ham,Wolverhampton,Bournemouth,9.5,3.8,6.1,9.6,5.6
Liam,Delap,FWD,MCI,4400000,0,0,0,0,0,0,65624,0,0,0,0,0,0,0,0,5,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,13802,0,-1,0,0,0,0,0,0,0,Fulham,West Ham,Leeds United F.C.,Everton,Chelsea,0,0,0,0,0
,Dele,MID,EVE,5300000,0,2,1,1.88679245283019E-07,3.77358490566038E-07,0,54018,0,1,0,0,0,0,0,0.4,4,-2,0,2,2,0,0,0,0,0,0,0,0,0.1,7054,0,-1,0,0,38,0,0,0,5,Leicester,Brighton,Man City,Wolverhampton,Bournemouth,0,0,0,0,0
Siriki,Dembele,MID,BOU,4700000,0,6,1,2.12765957446809E-07,1.27659574468085E-06,0,11780,0,2,0,0,0,0,0,1.3,6,-3,0,6,3,0,0,0,0,0,0,0,0,0.1,4315,0,-1,0,0,104,0,0,0,20,Leeds United F.C.,Chelsea,Crystal Palace,Man Utd,Everton,0,0,0,0,0
Leander,Dendoncker,MID,AVL,4700000,2,36,1.09090909090909,2.321083172147E-07,7.65957446808511E-06,0,20104,0,13,0,0,0,0,0,7.7,8,-3,0,36,3,0.4,0,1.7,0,0,4,0,0,0.1,9014,0,-1,0,0,894,13,0,0,159,Man Utd,Wolverhampton,Tottenham,Liverpool,Brighton,0.5,0.5,0.6,0.5,0.5
Emmanuel,Dennis,FWD,NFO,5600000,0,38,1.15151515151515,2.05627705627706E-07,6.78571428571429E-06,0,56017,3,17,0,0,0,2,0,6.8,64,-4,0,38,4,0.2,0,1.3,3,0,1,0,2,0.1,58098,0,-1,0,0,691,37,0,0,115,Brentford F.C.,Southampton,Chelsea,Arsenal,Crystal Palace,0.6,0.9,0.6,0.6,0.6
Will,Dennis,GLK,BOU,3900000,0,0,0,0,0,0,68645,0,0,0,0,0,0,0,0,44,-1,0,0,1,0,0,0,0,0,0,0,0,0.4,40487,0,-1,0,0,0,0,0,0,0,Leeds United F.C.,Chelsea,Crystal Palace,Man Utd,Everton,0,0,0,0,0
Halil,Dervisoglu,FWD,BRE,4500000,0,4,4,8.88888888888889E-07,8.88888888888889E-07,0,342365,0,0,0,0,0,0,0,0.9,36,0,0,4,0,0,0,0,0,0,0,0,1,0.5,271681,0,-1,0,0,6,0,0,0,11,Nottingham Forest FC,Liverpool,West Ham,Tottenham,Man City,0,0,0,0,0
Alfie,Devine,MID,TOT,4300000,0,0,0,0,0,0,13329,0,0,0,0,0,0,0,0,12,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,8585,0,-1,0,0,0,9,0,0,0,Liverpool,Crystal Palace,Aston Villa,Brentford F.C.,Leeds United F.C.,0,0,0,0,0
Kiernan,Dewsbury-Hall,MID,LEI,4900000,0,78,2.7,5.51020408163265E-07,1.59183673469388E-05,0,379515,3,41,0,0,0,2,0,15.9,75,-1,0,78,1,0.1,0,0.4,5,0,6,0,3,0.5,316872,0,-1,0,0,2221,8,0,1,335,Everton,Fulham,Liverpool,Newcastle,West Ham,2.5,1.9,2.2,1.6,2.2
Ibrahima,Diallo,MID,SOU,4200000,0,19,0.575757575757576,1.37085137085137E-07,4.52380952380952E-06,0,95467,4,19,0,0,0,0,0,4.5,37,-3,0,19,3,0,0,0.2,0,0,0,0,0,0.3,53482,0,-1,0,0,813,25,0,0,95,Newcastle,Nottingham Forest FC,Fulham,Brighton,Liverpool,0.3,0.3,0.3,0.3,0.3
,Dias,DEF,MCI,6000000,2,68,2.8,4.66666666666667E-07,1.13333333333333E-05,0,1487556,3,16,0,0,0,0,0,11.3,1316,0,0,68,0,0.2,0,1.5,1,0,7,0,0,7.4,1009892,0,-1,0,0,1817,3082,0,0,378,Fulham,West Ham,Leeds United F.C.,Everton,Chelsea,5.9,3.2,3.3,5.4,1.8
,Diego Carlos,DEF,AVL,4700000,0,3,0.0909090909090909,1.93423597678917E-08,6.38297872340426E-07,0,101434,0,3,0,0,0,0,0,0.6,111,-3,0,3,3,0,0,0,0,0,0,0,0,0.2,14242,0,-1,0,0,180,105,0,0,17,Man Utd,Wolverhampton,Tottenham,Liverpool,Brighton,0,0,0,0,0
,Diego Costa,FWD,WOL,5300000,1,30,1.5,2.83018867924528E-07,5.66037735849057E-06,0,157563,3,15,0,0,0,1,0,5.7,215,-2,0,30,2,0.5,0,2.5,3,0,5,0,0,0.3,172769,0,-1,0,0,1056,162,0,1,37,Brighton,Aston Villa,Man Utd,Everton,Arsenal,0.8,1.1,0.8,1.3,0.8
Eric,Dier,DEF,TOT,5000000,0,95,3,6E-07,1.9E-05,0,1540977,3,52,0,0,0,2,0,19,2545,0,0,95,0,0.2,0,0.8,5,0,9,0,1,5.5,1659889,0,-1,0,0,2814,462,0,0,566,Liverpool,Crystal Palace,Aston Villa,Brentford F.C.,Leeds United F.C.,2,4.1,2.8,2.8,2.7
Lucas,Digne,DEF,AVL,4500000,1,47,1.42424242424242,3.16498316498317E-07,1.04444444444444E-05,0,627230,4,24,0,0,0,1,0,10.4,224,-5,0,47,5,0.1,0,0.6,4,0,3,0,0,1.2,347337,1,-1,0,1,1345,187,0,0,220,Man Utd,Wolverhampton,Tottenham,Liverpool,Brighton,1.2,1.2,0.9,0.7,1
,Diogo Jota,FWD,LIV,8900000,4,62,1.9375,2.17696629213483E-07,6.96629213483146E-06,0,235792,2,15,0,0,0,5,0,7,14300,-1,0,62,1,0.6,0,5.4,6,0,4,0,4,5.4,771271,0,-1,0,2,913,1905,0,0,209,Tottenham,Fulham,Brentford F.C.,Leicester,Aston Villa,3.3,1.7,1.3,1.7,1.4
Issa,Diop,DEF,FUL,4300000,2,65,2.03125,4.72383720930233E-07,1.51162790697674E-05,0,80903,2,20,0,0,0,1,0,15.1,125,-2,0,65,2,0.1,0,0.4,6,0,6,0,0,0.3,90435,0,-1,0,1,1572,47,0,0,328,Man City,Liverpool,Leicester,Southampton,Crystal Palace,2.4,1.5,1.8,2.3,2.2
Moussa,Djenepo,MID,SOU,5000000,2,27,0.818181818181818,1.63636363636364E-07,5.4E-06,0,21027,0,14,0,0,0,0,0,5.4,1,0,0,27,0,0.2,0,1.2,0,0,0,0,2,0.1,16815,0,-1,0,0,685,2,0,0,120,Newcastle,Nottingham Forest FC,Fulham,Brighton,Liverpool,0.4,0.4,0.4,0.4,0.4
Ben,Doak,MID,LIV,4500000,0,2,0.0625,1.38888888888889E-08,4.44444444444444E-07,0,763,0,1,0,0,0,0,0,0.4,4,0,0,2,0,0,0,0,0,0,0,0,0,0,899,0,-1,0,0,23,4,0,0,4,Tottenham,Fulham,Brentford F.C.,Leicester,Aston Villa,0,0,0,0,0
Matt,Doherty,DEF,TOT,4600000,0,35,2.9,6.30434782608696E-07,7.60869565217391E-06,0,260155,0,9,0,0,0,1,0,7.6,33,-4,0,35,4,0,0,0,2,0,3,0,0,0.3,198746,0,-1,0,1,663,0,0,0,147,Liverpool,Crystal Palace,Aston Villa,Brentford F.C.,Leeds United F.C.,0,0,0,0,0
,Douglas Luiz,MID,AVL,4800000,2,115,3.5,7.29166666666667E-07,2.39583333333333E-05,0,153846,5,32,0,0,0,4,0,24,494,-2,0,115,2,0.8,0,3.9,11,0,12,0,6,0.7,155376,0,-1,0,2,2572,708,0,1,494,Man Utd,Wolverhampton,Tottenham,Liverpool,Brighton,1.9,2.5,3.8,2.1,3
Flynn,Downes,MID,WHU,4200000,0,21,0.65625,1.5625E-07,5E-06,0,69605,1,7,0,0,0,0,0,5,68,-3,0,21,3,0.1,0,0.5,0,0,1,0,0,0.3,56211,0,-1,0,0,486,34,0,0,70,Crystal Palace,Man City,Man Utd,Brentford F.C.,Leeds United F.C.,0.6,0.3,0.3,0.3,0.3
Mohamed,Drager,DEF,NFO,4000000,0,0,0,0,0,0,17894,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,-1,0,0,0,0,0,0,0,Brentford F.C.,Southampton,Chelsea,Arsenal,Crystal Palace,0,0,0,0,0
Cody,Drameh,DEF,LEE,4000000,0,1,1,2.5E-07,2.5E-07,0,16710,0,3,0,0,0,0,0,0.2,11,0,0,1,0,0,0,0,0,0,0,0,0,0.1,10934,0,-1,0,0,70,0,0,0,16,Bournemouth,Man City,Newcastle,West Ham,Tottenham,0,0,0,0,0
Martin,Dubravka,GLK,NEW,4100000,0,8,0.25,6.09756097560976E-08,1.95121951219512E-06,0,98605,0,0,0,5,0,0,0,2,70,-4,0,8,4,0,0,0,1,0,1,0,0,0.4,26507,0,-1,0,0,66,56,0,0,31,Southampton,Arsenal,Leeds United F.C.,Brighton,Leicester,0.1,0.1,0.2,0.1,0.1
Shane,Duffy,DEF,FUL,4300000,0,4,0.125,2.90697674418605E-08,9.30232558139535E-07,0,22942,0,2,0,0,0,0,0,0.9,6,-2,0,4,2,0,0,0,0,0,0,0,0,0.1,5362,0,-1,0,0,4,7,0,0,12,Man City,Liverpool,Leicester,Southampton,Crystal Palace,0.2,0.1,0.1,0.1,0.1
Paul,Dummett,DEF,NEW,3900000,0,0,0,0,0,0,71536,0,0,0,0,0,0,0,0,35,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,40428,0,-1,0,1,0,58,0,0,0,Southampton,Arsenal,Leeds United F.C.,Brighton,Leicester,0,0,0,0,0
Lewis,Dunk,DEF,BHA,4800000,6,100,3.2,6.66666666666667E-07,2.08333333333333E-05,0,1172709,2,40,0,0,0,1,0,20.8,1701,3,0,100,-3,0.7,0,3.4,7,0,10,0,1,7.4,1725696,1,-1,0,0,2790,8946,0,0,552,Wolverhampton,Man Utd,Everton,Arsenal,Newcastle,9.4,4.7,6.3,6.2,3.2
Jhon,Duran,FWD,AVL,5500000,1,8,0.9,1.63636363636364E-07,1.45454545454545E-06,0,3620,1,2,0,0,0,0,0,1.5,25,0,0,8,0,0.1,0,0.3,0,0,0,0,0,0,5016,0,-1,0,0,92,42,0,0,7,Man Utd,Wolverhampton,Tottenham,Liverpool,Brighton,0.4,0.4,0.4,0.4,0.4
Malcolm,Ebiowei,MID,CRY,4200000,0,3,1,2.38095238095238E-07,7.14285714285714E-07,0,78385,0,1,0,0,0,0,0,0.7,56,-3,0,3,3,0,0,0,0,0,0,0,0,0.2,73938,0,-1,0,0,31,0,0,0,9,West Ham,Tottenham,Bournemouth,Fulham,Nottingham Forest FC,0,0,0,0,0
,Ederson,GLK,MCI,5400000,1,108,3.4,6.2962962962963E-07,2E-05,0,2185078,3,30,0,40,0,0,0,20,2133,-1,0,108,1,0.3,0,1.7,6,0,10,0,1,15.2,1978213,0,-1,0,0,2880,5382,0,0,523,Fulham,West Ham,Leeds United F.C.,Everton,Chelsea,7.9,4.3,4.1,7.2,2.5
Odsonne,Edouard,FWD,CRY,5000000,1,70,2.3,4.6E-07,1.4E-05,0,957727,3,22,0,0,0,4,0,14,1087,-5,0,70,5,0.5,0,2.3,3,0,5,0,2,2,837526,0,-1,0,0,1598,753,0,0,187,West Ham,Tottenham,Bournemouth,Fulham,Nottingham Forest FC,2.2,1.4,2.2,1.9,2.6
Samuel,Edozie,MID,SOU,4600000,0,22,0.666666666666667,1.44927536231884E-07,4.78260869565217E-06,0,2527,0,9,0,0,0,0,0,4.8,5,-4,0,22,4,0,0,0.2,0,0,1,0,0,0,2837,0,-1,0,0,540,5,0,0,74,Newcastle,Nottingham Forest FC,Fulham,Brighton,Liverpool,0.3,0.3,0.3,0.3,0.3
Anwar,El Ghazi,MID,AVL,4800000,0,0,0,0,0,0,13396,0,0,0,0,0,0,0,0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0,2511,0,-1,0,0,0,0,0,0,0,Man Utd,Wolverhampton,Tottenham,Liverpool,Brighton,0,0,0,0,0
Anthony,Elanga,MID,MUN,4600000,0,23,0.741935483870968,1.61290322580645E-07,5E-06,0,142091,0,2,0,0,0,0,0,5,33,-4,0,23,4,0,0,0,0,0,2,0,1,0.4,77857,0,-1,0,0,417,8,0,0,53,Aston Villa,Brighton,West Ham,Wolverhampton,Bournemouth,0.8,0.4,0.4,0.8,0.4
Harvey,Elliott,MID,LIV,4800000,2,59,2.1,4.375E-07,1.22916666666667E-05,0,268550,1,19,0,0,0,1,0,12.3,132,-2,0,59,2,0.1,0,0.5,2,0,5,0,2,0.6,280703,0,-1,0,0,1550,52,0,0,270,Tottenham,Fulham,Brentford F.C.,Leicester,Aston Villa,3.3,1.8,1.1,1.7,1.1
Mohamed,Elneny,MID,ARS,4100000,0,6,1.2,2.92682926829268E-07,1.46341463414634E-06,0,277410,0,2,0,0,0,0,0,1.5,92,-4,0,6,4,0,0,0,0,0,0,0,0,0.6,200074,0,-1,0,1,111,37,0,0,27,Chelsea,Newcastle,Brighton,Nottingham Forest FC,Wolverhampton,0,0,0,0,0
Mohamed,Elyounoussi,MID,SOU,5100000,1,53,1.8,3.52941176470588E-07,1.03921568627451E-05,0,14305,3,40,0,0,0,0,0,10.4,13,-4,0,53,4,0.3,0,1.3,0,0,2,0,1,0.1,8645,0,-1,0,0,2012,16,0,0,195,Newcastle,Nottingham Forest FC,Fulham,Brighton,Liverpool,0.9,1.1,0.9,0.9,1.2
,Emerson,DEF,WHU,4000000,0,33,1.03125,2.578125E-07,8.25E-06,0,450588,2,22,0,0,0,1,0,8.2,491,0,0,33,0,0.2,0,0.6,2,0,2,0,0,1.4,526985,0,-1,0,1,1027,183,0,0,169,Crystal Palace,Man City,Man Utd,Brentford F.C.,Leeds United F.C.,1.2,1.1,0.5,0.7,0.5
,Emerson Royal,DEF,TOT,4800000,0,76,2.3030303030303,4.7979797979798E-07,1.58333333333333E-05,0,1030713,2,22,0,0,0,2,0,15.8,731,-2,0,76,2,0,0,0,9,0,6,0,2,1.8,988370,0,-1,0,2,1385,13,0,1,340,Liverpool,Crystal Palace,Aston Villa,Brentford F.C.,Leeds United F.C.,0,2.9,1.8,1.9,1.8
Julio,Enciso,FWD,BHA,4600000,8,37,1.23333333333333,2.68115942028986E-07,8.04347826086956E-06,0,82824,1,5,0,0,0,2,0,8,532,-4,0,37,4,0.9,0,4,5,0,2,0,3,1.2,158667,0,-1,0,0,384,5321,0,0,114,Wolverhampton,Man Utd,Everton,Arsenal,Newcastle,1.5,0.9,1.2,1.6,0.6
,Enzo,MID,CHE,5000000,0,32,1,2E-07,6.4E-06,0,216792,1,13,0,0,0,0,0,6.4,1209,0,0,32,0,0.3,0,1.5,1,0,3,0,2,0.9,302685,0,-1,0,0,1027,341,0,0,185,Arsenal,Bournemouth,Nottingham Forest FC,Man City,Man Utd,0.5,0.5,0.7,1,0.5
Christian,Eriksen,MID,MUN,6200000,3,83,3.6,5.80645161290323E-07,1.33870967741935E-05,0,840300,3,24,0,0,0,1,0,13.4,382,-3,0,83,3,0.2,0,1.3,6,0,10,0,7,2.1,541249,0,-1,0,1,1715,486,0,0,347,Aston Villa,Brighton,West Ham,Wolverhampton,Bournemouth,6,2.5,4.1,6.8,3.3
Pervis,Estupinan,DEF,BHA,4800000,9,99,3.5,7.29166666666667E-07,2.0625E-05,0,957156,3,32,0,0,0,0,0,20.6,1656,3,0,99,-3,0.6,0,2.9,11,0,8,0,6,13.8,2486786,0,-1,0,2,2089,19890,0,0,465,Wolverhampton,Man Utd,Everton,Arsenal,Newcastle,10.3,5.1,7.3,7.1,3.6
Jonny,Evans,DEF,LEI,4400000,0,12,0.363636363636364,8.26446280991736E-08,2.72727272727273E-06,0,38973,0,24,0,0,0,0,0,2.7,19,-1,0,12,1,0,0,0,0,0,1,0,0,0.1,17249,0,-1,0,0,811,1,0,0,147,Everton,Fulham,Liverpool,Newcastle,West Ham,0,0.2,0.2,0.2,0.2
Eberechi,Eze,MID,CRY,5500000,9,134,4.06060606060606,7.38292011019284E-07,2.43636363636364E-05,0,1323227,3,31,0,0,0,8,0,24.4,3595,0,0,134,0,1.3,0,7,18,0,8,0,4,5.8,1812374,0,-1,0,3,2271,11003,0,0,494,West Ham,Tottenham,Bournemouth,Fulham,Nottingham Forest FC,4.3,3.8,4.2,3.4,5.5
Lukasz,Fabianski,GLK,WHU,4900000,0,111,3.6,7.3469387755102E-07,2.26530612244898E-05,0,241910,1,40,0,90,0,0,0,22.7,690,-1,0,111,1,0.6,0,3.1,9,0,8,0,0,1.2,224118,0,-1,1,0,2661,111,0,0,531,Crystal Palace,Man City,Man Utd,Brentford F.C.,Leeds United F.C.,6.8,5.4,2.6,4.7,3.6
,Fabinho,MID,LIV,5200000,2,57,1.8,3.46153846153846E-07,1.09615384615385E-05,0,166691,9,30,0,0,0,0,0,11,106,-3,0,57,3,0.3,0,1.8,0,0,8,0,1,0.8,103366,0,-1,0,0,2260,63,0,0,333,Tottenham,Fulham,Brentford F.C.,Leicester,Aston Villa,2.6,1.4,0.9,1.3,0.9
,Fabio Silva,FWD,WOL,5500000,0,0,0,0,0,0,3385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Brighton,Aston Villa,Man Utd,Everton,Arsenal,0,0,0,0,0
,Fabio Vieira,MID,ARS,5600000,0,38,1.15151515151515,2.05627705627706E-07,6.78571428571429E-06,0,31675,0,5,0,0,0,1,0,6.8,25,-4,0,38,4,0.1,0,0.5,2,0,2,0,2,0.1,20617,0,-1,0,1,465,11,0,0,128,Chelsea,Newcastle,Brighton,Nottingham Forest FC,Wolverhampton,0.6,0.6,0.6,0.6,0.6
Wout,Faes,DEF,LEI,4200000,0,57,2.2,5.23809523809524E-07,1.35714285714286E-05,0,59145,4,40,0,0,0,0,0,13.6,90,-3,0,57,3,0.5,0,1.9,3,0,6,0,1,0.2,72869,2,-1,0,0,2336,65,0,1,437,Everton,Fulham,Liverpool,Newcastle,West Ham,2.9,2.2,1.9,1.6,1.9
,Felipe,DEF,NFO,4500000,0,14,0.424242424242424,9.42760942760943E-08,3.11111111111111E-06,0,5473,4,27,0,0,0,0,0,3.1,74,0,0,14,0,0.2,0,0.9,0,0,0,0,1,0,8981,0,-1,0,0,1159,69,0,0,179,Brentford F.C.,Southampton,Chelsea,Arsenal,Crystal Palace,0.2,0.2,0.2,0.2,0.2
