FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Clement,Lenglet,DEF,TOT,4800000,0,54,1.63636363636364,3.40909090909091E-07,1.125E-05,0,72695,3,29,0,0,0,0,0,11.2,84,-2,0,54,2,0.4,0,2,6,0,4,0,2,0.3,46473,0,-1,0,0,1661,53,0,0,322,Liverpool,Crystal Palace,Aston Villa,Brentford F.C.,Leeds United F.C.,0.8,1.8,1,1.1,1
Bernd,Leno,GLK,FUL,4600000,3,118,3.8,8.26086956521739E-07,2.56521739130435E-05,0,426396,3,43,0,126,0,0,0,25.7,1083,1,0,118,-1,0.5,0,2.1,14,0,7,0,0,3.5,629412,0,-1,0,2,2790,1045,0,0,650,Man City,Liverpool,Leicester,Southampton,Crystal Palace,6.6,4,4.5,5.2,4.7
,Lerma,MID,BOU,4700000,15,94,2.8,5.95744680851064E-07,2E-05,0,158065,6,60,0,0,0,5,0,20,39,-3,0,94,3,0.8,0,3.9,5,0,7,0,0,0.4,130713,1,-1,0,2,2892,495,0,0,449,Leeds United F.C.,Chelsea,Crystal Palace,Man Utd,Everton,2.5,2.7,1.8,2.1,2
Jamal,Lewis,DEF,NEW,4400000,0,1,0.03125,7.10227272727273E-09,2.27272727272727E-07,0,5892,0,1,0,0,0,0,0,0.2,18,-1,0,1,1,0,0,0,0,0,0,0,0,0,4601,0,-1,0,0,7,32,0,0,3,Southampton,Arsenal,Leeds United F.C.,Brighton,Leicester,0,0,0,0,0
Rico,Lewis,DEF,MCI,3800000,0,17,0.548387096774194,1.44312393887946E-07,4.47368421052632E-06,0,282378,1,5,0,0,0,0,0,4.5,488,-2,1,17,2,0,0,0,0,0,1,0,0,0.7,343988,0,-1,0,0,540,352,-1,0,96,Fulham,West Ham,Leeds United F.C.,Everton,Chelsea,0.6,0.3,0.3,0.6,0.3
Keane,Lewis-Potter,MID,BRE,5200000,0,14,1.4,2.69230769230769E-07,2.69230769230769E-06,0,12200,0,4,0,0,0,0,0,2.7,7,-3,0,14,3,0,0,0,0,0,0,0,1,0,3955,0,-1,0,0,313,2,0,0,37,Nottingham Forest FC,Liverpool,West Ham,Tottenham,Man City,0,0,0,0,0
Victor,Lindelof,DEF,MUN,4100000,6,36,1.16129032258065,2.8324154209284E-07,8.78048780487805E-06,0,47199,1,12,0,0,0,0,0,8.8,145,-4,0,36,4,0.5,0,2.1,2,0,4,0,0,0.5,74637,0,-1,0,0,819,1439,0,0,208,Aston Villa,Brighton,West Ham,Wolverhampton,Bournemouth,1.5,0.6,1.3,1.4,0.9
Jesse,Lingard,MID,NFO,5400000,0,33,1,1.85185185185185E-07,6.11111111111111E-06,0,618149,1,17,0,0,0,0,0,6.1,83,-6,0,33,6,0,0,0.1,0,0,5,0,1,1.2,191334,0,-1,0,0,918,28,0,0,93,Brentford F.C.,Southampton,Chelsea,Arsenal,Crystal Palace,0.5,0.5,0.5,0.5,0.5
Mateusz,Lis,GLK,SOU,4000000,0,0,0,0,0,0,21859,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2802,0,-1,0,0,0,0,0,0,0,Newcastle,Nottingham Forest FC,Fulham,Brighton,Liverpool,0,0,0,0,0
Tino,Livramento,DEF,SOU,4400000,0,0,0,0,0,0,3221,0,0,0,0,0,0,0,0,4,-1,0,0,1,0,0,0,0,0,0,0,0,0,2104,0,-1,0,0,0,3,0,0,0,Newcastle,Nottingham Forest FC,Fulham,Brighton,Liverpool,0,0,0,0,0
Diego,Llorente,DEF,LEE,4400000,0,16,2,4.54545454545455E-07,3.63636363636364E-06,0,50081,1,12,0,0,0,0,0,3.6,15,-1,0,16,1,0,0,0,2,0,1,0,0,0.2,30610,0,-1,0,0,648,0,0,0,115,Bournemouth,Man City,Newcastle,West Ham,Tottenham,0,0,0,0,0
Hugo,Lloris,GLK,TOT,5400000,0,89,3.6,6.66666666666667E-07,1.64814814814815E-05,0,739225,0,39,0,79,0,0,0,16.5,784,-1,0,89,1,0.2,0,1.2,12,0,7,0,0,3.2,506939,1,-1,0,1,2205,17,0,0,456,Liverpool,Crystal Palace,Aston Villa,Brentford F.C.,Leeds United F.C.,0,0,0,0,0
Ruben,Loftus-Cheek,MID,CHE,5000000,0,37,1.9,3.8E-07,7.4E-06,0,40131,1,20,0,0,0,0,0,7.4,12,0,0,37,0,0,0,0.2,1,0,5,0,0,0.1,34301,1,-1,0,0,1311,3,0,0,182,Arsenal,Bournemouth,Nottingham Forest FC,Man City,Man Utd,1,1,1.9,2,1.1
Joe,Lolley,MID,NFO,4900000,0,0,0,0,0,0,5283,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,313,0,-1,0,0,0,0,0,0,0,Brentford F.C.,Southampton,Chelsea,Arsenal,Crystal Palace,0,0,0,0,0
Andy,Lonergan,GLK,EVE,4000000,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,-1,0,0,0,0,0,0,0,Leicester,Brighton,Man City,Wolverhampton,Bournemouth,0,0,0,0,0
Jamal,Lowe,MID,BOU,5200000,0,2,1,1.92307692307692E-07,3.84615384615385E-07,0,5460,0,0,0,0,0,0,0,0.4,0,-3,0,2,3,0,0,0,0,0,0,0,0,0,1210,0,-1,0,0,11,0,0,0,6,Leeds United F.C.,Chelsea,Crystal Palace,Man Utd,Everton,0,0,0,0,0
,Lucas Moura,MID,TOT,5800000,1,10,0.303030303030303,5.22466039707419E-08,1.72413793103448E-06,0,43302,0,4,0,0,0,0,0,1.7,18,-2,0,10,2,0,0,-0.2,0,0,0,0,0,0.2,14008,0,-1,0,0,120,22,0,1,34,Liverpool,Crystal Palace,Aston Villa,Brentford F.C.,Leeds United F.C.,0.2,0.2,0.2,0.2,0.2
,Luis Diaz,MID,LIV,7800000,10,52,1.625,2.08333333333333E-07,6.66666666666667E-06,0,3975582,2,9,0,0,0,4,0,6.7,476,-2,0,52,2,0.2,0,1.6,7,0,2,0,2,6,2385814,0,-1,0,1,724,3447,0,0,147,Tottenham,Fulham,Brentford F.C.,Leicester,Aston Villa,2.2,1.2,0.8,1.1,0.8
Sasa,Lukic,MID,FUL,4500000,1,9,0.28125,6.25E-08,2E-06,0,481,1,5,0,0,0,0,0,2,4,0,0,9,0,0.1,0,0.6,0,0,0,0,0,0,800,0,-1,0,0,245,4,0,0,36,Man City,Liverpool,Leicester,Southampton,Crystal Palace,0.2,0.1,0.1,0.1,0.1
,Lyanco,DEF,SOU,4400000,2,18,0.545454545454545,1.2396694214876E-07,4.09090909090909E-06,0,6448,4,15,0,0,0,0,0,4.1,4,-1,0,18,1,0.1,0,0.5,0,0,0,0,0,0,3823,0,-1,0,0,851,7,0,0,126,Newcastle,Nottingham Forest FC,Fulham,Brighton,Liverpool,0.3,0.3,0.3,0.3,0.3
,Lyle Taylor,FWD,NFO,4100000,0,0,0,0,0,0,1354504,0,0,0,0,0,0,0,0,830,-4,0,0,4,0,0,0,0,0,0,0,0,4.2,680079,0,-1,0,1,0,579,0,0,0,Brentford F.C.,Southampton,Chelsea,Arsenal,Crystal Palace,0,0,0,0,0
Alexis,Mac Allister,MID,BHA,5500000,1,110,3.9,7.09090909090909E-07,2E-05,0,1783314,7,35,0,0,0,8,0,20,5508,0,0,110,0,0.4,0,2.3,14,0,8,0,1,7.1,2447041,1,-1,0,3,2360,2421,0,0,451,Wolverhampton,Man Utd,Everton,Arsenal,Newcastle,7.9,4.6,5.2,7.3,3.1
James,Maddison,MID,LEI,7900000,0,119,4.8,6.07594936708861E-07,1.50632911392405E-05,0,4386941,8,43,0,0,0,9,0,15.1,2989,-1,0,119,1,0.3,0,2,9,0,4,0,7,5.1,4313541,0,-1,0,1,2074,500,0,0,459,Everton,Fulham,Liverpool,Newcastle,West Ham,5.8,4.7,5.4,4,5.2
Noni,Madueke,MID,CHE,5400000,0,8,0.25,4.62962962962963E-08,1.48148148148148E-06,0,11970,0,2,0,0,0,0,0,1.5,28,-1,0,8,1,0.1,0,0.3,0,0,0,0,0,0,14141,0,-1,0,0,225,11,0,0,35,Arsenal,Bournemouth,Nottingham Forest FC,Man City,Man Utd,0.1,0.1,0.1,0.2,0.1
Harry,Maguire,DEF,MUN,4700000,1,36,1.16129032258065,2.47083047357584E-07,7.65957446808511E-06,0,108961,4,6,0,0,0,0,0,7.7,339,-3,0,36,3,0.4,0,1.7,2,0,5,0,0,0.4,41254,0,-1,0,0,663,18,0,0,184,Aston Villa,Brighton,West Ham,Wolverhampton,Bournemouth,1.5,0.6,1.3,1.4,0.9
Riyad,Mahrez,MID,MCI,7300000,5,97,3.12903225806452,4.28634555899249E-07,1.32876712328767E-05,0,2306345,2,20,0,0,0,5,0,13.3,2281,-7,0,97,7,0.3,0,2.3,9,0,3,0,8,4.4,2163873,0,-1,0,2,1390,1536,0,0,368,Fulham,West Ham,Leeds United F.C.,Everton,Chelsea,5.2,3,2.4,5.2,2.2
Kobbie,Mainoo,MID,MUN,4500000,0,1,0.032258064516129,7.16845878136201E-09,2.22222222222222E-07,0,467,0,0,0,0,0,0,0,0.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,558,0,-1,0,0,10,2,0,0,2,Aston Villa,Brighton,West Ham,Wolverhampton,Bournemouth,0,0,0,0,0
Ainsley,Maitland-Niles,MID,SOU,4800000,1,34,1.7,3.54166666666667E-07,7.08333333333333E-06,0,9464,3,25,0,0,0,0,0,7.1,1,-2,0,34,2,0.3,0,1.2,0,0,3,0,1,0,5528,0,-1,0,0,1229,1,0,0,181,Newcastle,Nottingham Forest FC,Fulham,Brighton,Liverpool,0.8,1,0.8,0.8,1.1
Tyrell,Malacia,DEF,MUN,4200000,5,59,1.90322580645161,4.53149001536098E-07,1.4047619047619E-05,0,640566,4,11,0,0,0,0,0,14,472,-3,0,59,3,0.5,0,2.3,8,0,7,0,0,1.9,554922,0,-1,0,2,1169,404,0,0,257,Aston Villa,Brighton,West Ham,Wolverhampton,Bournemouth,3,1.1,2.6,3,1.9
Orel,Mangala,MID,NFO,4900000,3,38,1.7,3.46938775510204E-07,7.75510204081633E-06,0,5783,3,18,0,0,0,1,0,7.8,7,-1,0,38,1,0.4,0,2.1,0,0,4,0,0,0,2822,0,-1,0,0,1202,9,0,0,136,Brentford F.C.,Southampton,Chelsea,Arsenal,Crystal Palace,0.8,1.2,0.8,0.8,0.8
,Manquillo,DEF,NEW,4200000,0,3,0.09375,2.23214285714286E-08,7.14285714285714E-07,0,8373,0,1,0,0,0,0,0,0.7,7,-3,0,3,3,0.1,0,0.3,0,0,0,0,0,0.1,3511,0,-1,0,0,33,14,0,0,16,Southampton,Arsenal,Leeds United F.C.,Brighton,Leicester,0,0,0,0,0
Sekou,Mara,FWD,SOU,5300000,0,31,0.939393939393939,1.7724413950829E-07,5.84905660377358E-06,0,28811,1,9,0,0,0,1,0,5.8,29,-2,0,31,2,0.2,0,1,0,0,0,0,2,0.1,24625,0,-1,0,0,510,15,0,0,88,Newcastle,Nottingham Forest FC,Fulham,Brighton,Liverpool,0.5,0.5,0.5,0.5,0.5
Wanya,Marcal-Madivadua,MID,LEI,4500000,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,-1,0,0,0,1,0,0,0,Everton,Fulham,Liverpool,Newcastle,West Ham,0,0,0,0,0
Solly,March,MID,BHA,5300000,1,145,4.7,8.86792452830189E-07,2.73584905660377E-05,0,1334545,2,39,0,0,0,6,0,27.4,8726,3,0,145,-3,0.7,0,3.7,16,0,10,0,10,14.5,2920727,0,-1,0,4,2660,8863,0,0,543,Wolverhampton,Man Utd,Everton,Arsenal,Newcastle,10.4,5.9,7,9.6,4.2
Emiliano,Marcondes,MID,BOU,4700000,0,1,1,2.12765957446809E-07,2.12765957446809E-07,0,2632,0,1,0,0,0,0,0,0.2,2,-3,0,1,3,0,0,0,0,0,0,0,0,0,1011,0,-1,0,0,8,0,0,0,3,Leeds United F.C.,Chelsea,Crystal Palace,Man Utd,Everton,0,0,0,0,0
,Marquinhos,MID,ARS,4600000,0,1,1,2.17391304347826E-07,2.17391304347826E-07,0,14774,0,0,0,0,0,0,0,0.2,7,-4,0,1,4,0,0,0,0,0,0,0,0,0.1,7000,0,-1,0,0,1,0,0,0,3,Chelsea,Newcastle,Brighton,Nottingham Forest FC,Wolverhampton,0,0,0,0,0
Filip,Marschall,GLK,AVL,4000000,0,0,0,0,0,0,952,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1138,0,-1,0,0,0,0,0,0,0,Man Utd,Wolverhampton,Tottenham,Liverpool,Brighton,0,0,0,0,0
Anthony,Martial,FWD,MUN,6300000,1,46,3.1,4.92063492063492E-07,7.3015873015873E-06,0,1404632,0,8,0,0,0,4,0,7.3,1895,-7,0,46,7,0.3,0,2,1,0,4,0,3,1.5,1342144,0,-1,0,0,638,508,0,0,153,Aston Villa,Brighton,West Ham,Wolverhampton,Bournemouth,5.7,2.4,3.7,5.9,3.4
,Martinelli,MID,ARS,6800000,0,190,5.8,8.52941176470588E-07,2.79411764705882E-05,0,5904300,3,32,0,0,0,15,0,27.9,9292,8,0,190,-8,0.8,0,5.5,18,0,13,0,8,40.5,7760498,0,-1,0,4,2660,7040,0,0,619,Chelsea,Newcastle,Brighton,Nottingham Forest FC,Wolverhampton,7.2,5.4,6,6.8,7.2
,Martinez,GLK,AVL,5000000,3,126,3.9,7.8E-07,2.52E-05,0,946651,6,34,0,89,0,0,0,25.2,1079,0,0,126,0,1.1,0,5.4,15,0,11,0,0,6.6,983117,1,-1,1,3,2779,5734,0,0,617,Man Utd,Wolverhampton,Tottenham,Liverpool,Brighton,4.6,4.5,4.3,3.1,4.7
Lisandro,Martinez,DEF,MUN,4400000,0,81,3,6.81818181818182E-07,1.84090909090909E-05,0,1289146,6,33,0,0,0,1,0,18.4,5098,-1,0,81,1,0.6,0,2.6,6,0,9,0,0,5.2,1314270,0,-1,0,0,2113,40,0,0,481,Aston Villa,Brighton,West Ham,Wolverhampton,Bournemouth,0,0,0,0,0
Arthur,Masuaku,DEF,WHU,4500000,0,0,0,0,0,0,2256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Crystal Palace,Man City,Man Utd,Brentford F.C.,Leeds United F.C.,0,0,0,0,0
,Mateo Joseph,FWD,LEE,4500000,0,3,0.0909090909090909,2.02020202020202E-08,6.66666666666667E-07,0,4726,0,0,0,0,0,0,0,0.7,18,0,0,3,0,0,0,0,0,0,0,0,0,0,6173,0,-1,0,0,24,20,0,0,5,Bournemouth,Man City,Newcastle,West Ham,Tottenham,0,0,0,0,0
Jean-Philippe,Mateta,FWD,CRY,5100000,0,39,1.4,2.74509803921569E-07,7.64705882352941E-06,0,144612,3,10,0,0,0,2,0,7.6,167,-4,0,39,4,0.4,0,1.8,3,0,3,0,0,0.4,98985,0,-1,0,0,715,89,0,0,94,West Ham,Tottenham,Bournemouth,Fulham,Nottingham Forest FC,1,0.7,1,0.8,1.3
,Matheus,MID,WOL,4800000,2,74,2.6,5.41666666666667E-07,1.54166666666667E-05,0,58271,1,32,0,0,0,1,0,15.4,151,-2,0,74,2,0.8,0,3.7,5,0,10,0,1,0.2,68597,0,-1,0,0,2222,94,0,1,307,Brighton,Aston Villa,Man Utd,Everton,Arsenal,1.3,2.3,1.3,2.7,1.3
Joel,Matip,DEF,LIV,5900000,0,36,1.125,1.90677966101695E-07,6.10169491525424E-06,0,290904,3,16,0,0,0,1,0,6.1,338,-1,0,36,1,0.3,0,1.9,4,0,3,0,0,0.9,130668,1,-1,0,1,1001,253,0,0,206,Tottenham,Fulham,Brentford F.C.,Leicester,Aston Villa,1.6,0.6,0.6,0.9,0.6
Remi,Matthews,GLK,CRY,4000000,0,0,0,0,0,0,2862,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,West Ham,Tottenham,Bournemouth,Fulham,Nottingham Forest FC,0,0,0,0,0
Neal,Maupay,FWD,EVE,5600000,0,38,1.6,2.85714285714286E-07,6.78571428571429E-06,0,258985,4,18,0,0,0,1,0,6.8,142,-9,0,38,9,0.1,0,0.7,3,0,3,0,0,0.5,200779,0,-1,0,1,1048,45,0,0,80,Leicester,Brighton,Man City,Wolverhampton,Bournemouth,1.1,0.8,1.2,0.8,1.4
Kevin,Mbabu,DEF,FUL,4300000,0,7,1.2,2.7906976744186E-07,1.62790697674419E-06,0,23595,1,7,0,0,0,0,0,1.6,10,-2,0,7,2,0,0,0,0,0,0,0,1,0.1,11275,0,-1,0,0,141,0,0,0,39,Man City,Liverpool,Leicester,Southampton,Crystal Palace,0,0,0,0,0
Loic,Mbe Soh,DEF,NFO,4200000,0,0,0,0,0,0,4496,0,0,0,0,0,0,0,0,3,-3,0,0,3,0,0,0,0,0,0,0,0,0,1320,0,-1,0,0,0,0,0,0,0,Brentford F.C.,Southampton,Chelsea,Arsenal,Crystal Palace,0,0,0,0,0
,Mbete,DEF,MCI,3900000,0,0,0,0,0,0,57282,0,0,0,0,0,0,0,0,8,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,47144,0,-1,0,0,0,0,0,0,0,Fulham,West Ham,Leeds United F.C.,Everton,Chelsea,0,0,0,0,0
Bryan,Mbeumo,FWD,BRE,5700000,2,119,3.5,6.14035087719298E-07,2.08771929824561E-05,0,1233506,4,37,0,0,0,6,0,20.9,3769,-3,0,119,3,0.7,0,4.1,13,0,8,0,7,3.5,1343514,0,-1,0,2,2547,1881,0,0,431,Nottingham Forest FC,Liverpool,West Ham,Tottenham,Man City,4.8,2.5,4.2,2.6,3.9
James,McArthur,MID,CRY,4800000,0,2,0.0606060606060606,1.26262626262626E-08,4.16666666666667E-07,0,1892,0,0,0,0,0,0,0,0.4,3,-2,0,2,2,0,0,0.2,0,0,0,0,0,0,965,0,-1,0,0,19,1,0,0,6,West Ham,Tottenham,Bournemouth,Fulham,Nottingham Forest FC,0,0,0,0,0
James,McAtee,MID,MCI,4500000,0,0,0,0,0,0,883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Fulham,West Ham,Leeds United F.C.,Everton,Chelsea,0,0,0,0,0
Kasey,McAteer,MID,LEI,4500000,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,-1,0,0,0,0,0,0,0,Everton,Fulham,Liverpool,Newcastle,West Ham,0,0,0,0,0
Alex,McCarthy,GLK,SOU,4300000,2,4,0.121212121212121,2.81888653981677E-08,9.30232558139535E-07,0,23846,0,4,0,4,0,0,0,0.9,19,-2,0,4,2,0.2,0,0.7,0,0,0,0,0,0.1,7303,0,-1,0,0,180,36,0,0,29,Newcastle,Nottingham Forest FC,Fulham,Brighton,Liverpool,0.1,0.1,0.1,0.1,0.1
Tom,McGill,GLK,BHA,4000000,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,335,0,-1,0,0,0,23,0,0,0,Wolverhampton,Man Utd,Everton,Arsenal,Newcastle,0,0,0,0,0
John,McGinn,MID,AVL,5100000,2,84,2.8,5.49019607843137E-07,1.64705882352941E-05,0,183414,5,27,0,0,0,1,0,16.5,186,-4,0,84,4,0.7,0,3.7,3,0,10,0,5,0.6,65528,0,-1,0,1,2332,225,0,0,322,Man Utd,Wolverhampton,Tottenham,Liverpool,Brighton,1.4,1.7,2.7,1.5,2.1
Scott,McKenna,DEF,NFO,4400000,0,40,2,4.54545454545455E-07,9.09090909090909E-06,0,24669,4,32,0,0,0,0,0,9.1,18,-1,0,40,1,0.1,0,0.3,0,0,5,0,0,0.1,15916,0,-1,0,0,1570,4,0,0,275,Brentford F.C.,Southampton,Chelsea,Arsenal,Crystal Palace,0,0,0,0,0
Weston,McKennie,MID,LEE,4600000,2,22,0.666666666666667,1.44927536231884E-07,4.78260869565217E-06,0,6937,6,27,0,0,0,0,0,4.8,36,-4,0,22,4,0.3,0,1.6,0,0,1,0,0,0,9355,0,-1,0,0,1112,42,0,0,105,Bournemouth,Man City,Newcastle,West Ham,Tottenham,0.3,0.3,0.3,0.3,0.3
Dwight,McNeil,MID,EVE,5100000,0,96,2.90909090909091,5.70409982174688E-07,1.88235294117647E-05,0,106333,5,39,0,0,0,5,0,18.8,121,-4,0,96,4,0.8,0,4.2,11,0,4,0,3,0.2,89223,0,-1,0,1,2040,122,0,0,380,Leicester,Brighton,Man City,Wolverhampton,Bournemouth,2.1,1.6,2.2,1.7,2.7
Scott,McTominay,MID,MUN,4900000,0,34,1.09677419354839,2.23831468071099E-07,6.93877551020408E-06,0,47431,7,19,0,0,0,1,0,6.9,80,-1,0,34,1,0.4,0,2,2,0,4,0,0,0.2,28023,0,-1,0,0,1118,4,0,0,141,Aston Villa,Brighton,West Ham,Wolverhampton,Bournemouth,0,0,0,1.1,0.5
Ben,Mee,DEF,BRE,5000000,2,122,3.7,7.4E-07,2.44E-05,0,1835075,2,38,0,0,0,3,0,24.4,12948,5,0,122,-5,0.4,0,2.1,9,0,10,0,1,16.8,3536557,0,-1,0,3,2909,2642,0,0,554,Nottingham Forest FC,Liverpool,West Ham,Tottenham,Man City,4.5,2.8,4.6,2.9,3.5
Edouard,Mendy,GLK,CHE,4800000,0,23,0.71875,1.49739583333333E-07,4.79166666666667E-06,0,2228423,1,12,0,25,0,0,0,4.8,267,-2,0,23,2,0,0,0,0,0,1,0,0,5.8,693497,0,-1,0,1,765,41,0,0,127,Arsenal,Bournemouth,Nottingham Forest FC,Man City,Man Utd,0.4,0.4,0.4,0.8,0.4
Nampalys,Mendy,MID,LEI,4200000,0,28,0.848484848484849,2.02020202020202E-07,6.66666666666667E-06,0,87662,1,12,0,0,0,1,0,6.7,54,-3,0,28,3,0.1,0,0.6,1,0,0,0,0,0.4,52038,0,-1,0,0,726,44,0,0,136,Everton,Fulham,Liverpool,Newcastle,West Ham,0.4,0.4,0.4,0.4,0.4
Chris,Mepham,DEF,BOU,4300000,0,42,1.7,3.95348837209302E-07,9.76744186046512E-06,0,34498,7,50,0,0,0,0,0,9.8,85,-2,0,42,2,0.5,0,2.1,6,0,5,0,0,0.1,31443,2,-1,0,0,2107,60,0,0,356,Leeds United F.C.,Chelsea,Crystal Palace,Man Utd,Everton,1.5,1.4,1.6,2.1,1.7
Illan,Meslier,GLK,LEE,4500000,1,90,2.6,5.77777777777778E-07,2E-05,0,387568,3,67,0,94,0,0,0,20,555,0,0,90,0,0.2,0,1,8,0,5,0,0,1.8,306765,0,-1,0,1,3060,161,0,0,548,Bournemouth,Man City,Newcastle,West Ham,Tottenham,2.1,1.4,2.7,1.9,2.4
Alex,Mighten,MID,NFO,4900000,0,1,1,2.04081632653061E-07,2.04081632653061E-07,0,2695,0,0,0,0,0,0,0,0.2,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,414,0,-1,0,0,7,0,0,0,1,Brentford F.C.,Southampton,Chelsea,Arsenal,Crystal Palace,0,0,0,0,0
Lewis,Miley,MID,NEW,4500000,0,0,0,0,0,0,263,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,-1,0,0,0,5,0,0,0,Southampton,Arsenal,Leeds United F.C.,Brighton,Leicester,0,0,0,0,0
Luka,Milivojevic,MID,CRY,4200000,1,23,0.696969696969697,1.65945165945166E-07,5.47619047619048E-06,0,92763,2,7,0,0,0,0,0,5.5,47,-3,0,23,3,0.2,0,0.8,0,0,2,0,0,0.3,56812,0,-1,0,0,500,85,0,0,80,West Ham,Tottenham,Bournemouth,Fulham,Nottingham Forest FC,0.3,0.3,0.3,0.3,0.4
Stanley,Mills,MID,EVE,4300000,0,0,0,0,0,0,5161,0,0,0,0,0,0,0,0,10,-2,0,0,2,0,0,0,0,0,0,0,0,0,4970,0,-1,0,0,0,6,0,0,0,Leicester,Brighton,Man City,Wolverhampton,Bournemouth,0,0,0,0,0
James,Milner,MID,LIV,4400000,0,36,1.125,2.55681818181818E-07,8.18181818181818E-06,0,202710,2,8,0,0,0,0,0,8.2,68,-1,0,36,1,0.1,0,0.6,0,0,3,0,1,0.6,154227,0,-1,0,0,751,44,0,0,161,Tottenham,Fulham,Brentford F.C.,Leicester,Aston Villa,1.3,0.7,0.6,0.6,0.6
Yerry,Mina,DEF,EVE,4300000,0,13,0.393939393939394,9.16138125440451E-08,3.02325581395349E-06,0,26864,1,4,0,0,0,1,0,3,13,-2,0,13,2,0,0,0,3,0,0,0,0,0.1,13495,0,-1,0,1,234,10,0,0,41,Leicester,Brighton,Man City,Wolverhampton,Bournemouth,0.2,0.2,0.2,0.2,0.2
Tyrone,Mings,DEF,AVL,4700000,2,125,4,8.51063829787234E-07,2.65957446808511E-05,0,1093054,4,36,0,0,0,1,0,26.6,1931,2,0,125,-2,1.3,0,5.9,17,0,12,0,3,13,1886852,1,-1,0,4,2790,16057,0,0,580,Man Utd,Wolverhampton,Tottenham,Liverpool,Brighton,4.7,4.6,4.5,3.2,4.8
Tyrick,Mitchell,DEF,CRY,4400000,1,80,2.5,5.68181818181818E-07,1.81818181818182E-05,0,201364,5,36,0,0,0,0,0,18.2,505,-1,0,80,1,0.6,0,2.8,5,0,7,0,2,0.9,196058,0,-1,0,1,2529,283,0,1,416,West Ham,Tottenham,Bournemouth,Fulham,Nottingham Forest FC,2.5,1.7,2.5,2.5,2.5
Kaoru,Mitoma,MID,BHA,5600000,1,117,3.9,6.96428571428571E-07,2.08928571428571E-05,0,1358348,0,24,0,0,0,7,0,20.9,17639,6,0,117,-6,0.5,0,3,11,0,6,0,7,27.9,4452620,0,-1,0,4,1748,7598,0,0,405,Wolverhampton,Man Utd,Everton,Arsenal,Newcastle,7.9,4.6,5.2,7.3,3.1
Aleksandar,Mitrovic,FWD,FUL,6600000,0,90,4.3,6.51515151515152E-07,1.36363636363636E-05,0,7739601,6,26,0,0,0,11,0,13.6,3936,1,0,90,-1,0,3,0,11,0,7,0,2,11.9,7685930,0,-1,0,2,1816,30,0,0,267,Man City,Liverpool,Leicester,Southampton,Crystal Palace,0,0,5.7,5.2,3.9
Jakub,Moder,MID,BHA,4400000,0,0,0,0,0,0,4147,0,0,0,0,0,0,0,0,6,-1,0,0,1,0,0,0,0,0,0,0,0,0,1808,0,-1,0,0,0,3,0,0,0,Wolverhampton,Man Utd,Everton,Arsenal,Newcastle,0,0,0,0,0
,Monteiro,DEF,LEE,4000000,0,0,0,0,0,0,852,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1267,0,-1,0,0,0,60,0,0,0,Bournemouth,Man City,Newcastle,West Ham,Tottenham,0,0,0,0,0
